Base     Module                                    Party  Path                                                                                                                       Status  
36000000 groupapp.dll                              User   D:\_work\od_ida\QQIntl1\Bin\GroupApp.dll                                                                                   Unloaded
30800000 gf.dll                                    User   D:\_work\od_ida\QQIntl1\Bin\GF.dll                                                                                         Unloaded
67000000 flashservice.dll                          User   D:\_work\od_ida\QQIntl1\Bin\FlashService.dll                                                                               Unloaded
68D00000 customface.dll                            User   D:\_work\od_ida\QQIntl1\Bin\CustomFace.dll                                                                                 Unloaded
61900000 contactinfoframe.dll                      User   D:\_work\od_ida\QQIntl1\Bin\ContactInfoFrame.dll                                                                           Unloaded
61700000 configcenter.dll                          User   D:\_work\od_ida\QQIntl1\Bin\ConfigCenter.dll                                                                               Unloaded
30000000 common.dll                                User   D:\_work\od_ida\QQIntl1\Bin\Common.dll                                                                                     Unloaded
64C00000 chatframeapp.dll                          User   D:\_work\od_ida\QQIntl1\Bin\ChatFrameApp.dll                                                                               Unloaded
61210000 apputil.dll                               User   D:\_work\od_ida\QQIntl1\Bin\AppUtil.dll                                                                                    Unloaded
67400000 appmisc.dll                               User   D:\_work\od_ida\QQIntl1\Bin\AppMisc.dll                                                                                    Unloaded
66200000 appframework.dll                          User   D:\_work\od_ida\QQIntl1\Bin\AppFramework.dll                                                                               Unloaded
02750000 afutil.dll                                User   D:\_work\od_ida\QQIntl1\Bin\AFUtil.dll                                                                                     Unloaded
65700000 afctrl.dll                                User   D:\_work\od_ida\QQIntl1\Bin\AFCtrl.dll                                                                                     Unloaded
68800000 afbase.dll                                User   D:\_work\od_ida\QQIntl1\Bin\AFBase.dll                                                                                     Unloaded
60C90000 txpfproxy.dll                             User   D:\Program Files (x86)\Tencent\QQ\Bin\TXPFProxy.dll                                                                        Unloaded
72AA0000 gdiplus.dll                               System C:\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_72d18a4386696c80\GdiPlus.dll          Unloaded
73E70000 comctl32.dll                              System C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2\comctl32.dll Unloaded
60AA0000 msvcr80.dll                               System C:\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.6229_none_d089f796442de10e\msvcr80.dll                 Unloaded
5FFA0000 msvcp80.dll                               System C:\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.6229_none_d089f796442de10e\msvcp80.dll                 Unloaded
60E70000 atl80.dll                                 System C:\Windows\winsxs\x86_microsoft.vc80.atl_1fc8b3b9a1e18e3b_8.0.50727.4053_none_d1c738ec43578ea1\ATL80.dll                   Unloaded
747B0000 wtsapi32.dll                              System C:\Windows\SysWOW64\wtsapi32.dll                                                                                           Unloaded
6C860000 wship6.dll                                System C:\Windows\SysWOW64\wship6.dll                                                                                             Unloaded
74E10000 ws2_32.dll                                System C:\Windows\SysWOW64\ws2_32.dll                                                                                             Unloaded
0FFE0000 wlanutil.dll                              System C:\Windows\SysWOW64\wlanutil.dll                                                                                           Unloaded
3FAE0000 wlanapi.dll                               System C:\Windows\SysWOW64\wlanapi.dll                                                                                            Unloaded
741A0000 wkscli.dll                                System C:\Windows\SysWOW64\wkscli.dll                                                                                             Unloaded
74EF0000 wintrust.dll                              System C:\Windows\SysWOW64\wintrust.dll                                                                                           Unloaded
6C870000 winrnr.dll                                System C:\Windows\SysWOW64\winrnr.dll                                                                                             Unloaded
74650000 winnsi.dll                                System C:\Windows\SysWOW64\winnsi.dll                                                                                             Unloaded
74350000 winmm.dll                                 System C:\Windows\SysWOW64\winmm.dll                                                                                              Unloaded
75680000 wininet.dll                               System C:\Windows\SysWOW64\wininet.dll                                                                                            Unloaded
747C0000 version.dll                               System C:\Windows\SysWOW64\version.dll                                                                                            Unloaded
68A50000 vcruntime140.dll                          System C:\Windows\SysWOW64\vcruntime140.dll                                                                                       Unloaded
6D5E0000 uxtheme.dll                               System C:\Windows\SysWOW64\uxtheme.dll                                                                                            Unloaded
76920000 usp10.dll                                 System C:\Windows\SysWOW64\usp10.dll                                                                                              Unloaded
74790000 userenv.dll                               System C:\Windows\SysWOW64\userenv.dll                                                                                            Unloaded
76490000 user32.dll                                System C:\Windows\SysWOW64\user32.dll                                                                                             Unloaded
76640000 urlmon.dll                                System C:\Windows\SysWOW64\urlmon.dll                                                                                             Unloaded
61360000 ucrtbase.dll                              System C:\Windows\SysWOW64\ucrtbase.dll                                                                                           Unloaded
707A0000 sxs.dll                                   System C:\Windows\SysWOW64\sxs.dll                                                                                                Unloaded
74DA0000 sspicli.dll                               System C:\Windows\SysWOW64\sspicli.dll                                                                                            Unloaded
741B0000 srvcli.dll                                System C:\Windows\SysWOW64\srvcli.dll                                                                                             Unloaded
75000000 shlwapi.dll                               System C:\Windows\SysWOW64\shlwapi.dll                                                                                            Unloaded
75840000 shell32.dll                               System C:\Windows\SysWOW64\shell32.dll                                                                                            Unloaded
76C10000 setupapi.dll                              System C:\Windows\SysWOW64\setupapi.dll                                                                                           Unloaded
742A0000 secur32.dll                               System C:\Windows\SysWOW64\secur32.dll                                                                                            Unloaded
75660000 sechost.dll                               System C:\Windows\SysWOW64\sechost.dll                                                                                            Unloaded
5CF10000 schannel.dll                              System C:\Windows\SysWOW64\schannel.dll                                                                                           Unloaded
74180000 rtutils.dll                               System C:\Windows\SysWOW64\rtutils.dll                                                                                            Unloaded
72F10000 rsaenh.dll                                System C:\Windows\SysWOW64\rsaenh.dll                                                                                             Unloaded
769E0000 rpcrt4.dll                                System C:\Windows\SysWOW64\rpcrt4.dll                                                                                             Unloaded
6D850000 rasman.dll                                System C:\Windows\SysWOW64\rasman.dll                                                                                             Unloaded
6D870000 rasapi32.dll                              System C:\Windows\SysWOW64\rasapi32.dll                                                                                           Unloaded
6C850000 rasadhlp.dll                              System C:\Windows\SysWOW64\rasadhlp.dll                                                                                           Unloaded
76F30000 psapi.dll                                 System C:\Windows\SysWOW64\psapi.dll                                                                                              Unloaded
6C6C0000 propsys.dll                               System C:\Windows\SysWOW64\propsys.dll                                                                                            Unloaded
74780000 profapi.dll                               System C:\Windows\SysWOW64\profapi.dll                                                                                            Unloaded
6C880000 pnrpnsp.dll                               System C:\Windows\SysWOW64\pnrpnsp.dll                                                                                            Unloaded
750E0000 oleaut32.dll                              System C:\Windows\SysWOW64\oleaut32.dll                                                                                           Unloaded
6B8C0000 oleacc.dll                                System C:\Windows\SysWOW64\oleacc.dll                                                                                             Unloaded
76760000 ole32.dll                                 System C:\Windows\SysWOW64\ole32.dll                                                                                              Unloaded
6E4E0000 ntmarta.dll                               System C:\Windows\SysWOW64\ntmarta.dll                                                                                            Unloaded
77350000 ntdll.dll                                 System C:\Windows\SysWOW64\ntdll.dll                                                                                              Unloaded
74E50000 nsi.dll                                   System C:\Windows\SysWOW64\nsi.dll                                                                                                Unloaded
6BD60000 npmproxy.dll                              System C:\Windows\SysWOW64\npmproxy.dll                                                                                           Unloaded
76C00000 normaliz.dll                              System C:\Windows\SysWOW64\normaliz.dll                                                                                           Unloaded
6C8B0000 nlaapi.dll                                System C:\Windows\SysWOW64\nlaapi.dll                                                                                             Unloaded
741D0000 netutils.dll                              System C:\Windows\SysWOW64\netutils.dll                                                                                           Unloaded
6BE00000 netprofm.dll                              System C:\Windows\SysWOW64\netprofm.dll                                                                                           Unloaded
741E0000 netapi32.dll                              System C:\Windows\SysWOW64\netapi32.dll                                                                                           Unloaded
72810000 ncrypt.dll                                System C:\Windows\SysWOW64\ncrypt.dll                                                                                             Unloaded
6B780000 msxml3.dll                                System C:\Windows\SysWOW64\msxml3.dll                                                                                             Unloaded
72D50000 mswsock.dll                               System C:\Windows\SysWOW64\mswsock.dll                                                                                            Unloaded
6DCB0000 msvfw32.dll                               System C:\Windows\SysWOW64\msvfw32.dll                                                                                            Unloaded
74F20000 msvcrt.dll                                System C:\Windows\SysWOW64\msvcrt.dll                                                                                             Unloaded
0FA20000 msls31.dll                                System C:\Windows\SysWOW64\msls31.dll                                                                                             Unloaded
611A0000 msimtf.dll                                System C:\Windows\SysWOW64\msimtf.dll                                                                                             Unloaded
6D820000 msimg32.dll                               System C:\Windows\SysWOW64\msimg32.dll                                                                                            Unloaded
63000000 mshtml.dll                                System C:\Windows\SysWOW64\mshtml.dll                                                                                             Unloaded
6D830000 msdmo.dll                                 System C:\Windows\SysWOW64\msdmo.dll                                                                                              Unloaded
76AD0000 msctf.dll                                 System C:\Windows\SysWOW64\msctf.dll                                                                                              Unloaded
76F20000 msasn1.dll                                System C:\Windows\SysWOW64\msasn1.dll                                                                                             Unloaded
6CCB0000 mpr.dll                                   System C:\Windows\SysWOW64\mpr.dll                                                                                                Unloaded
6FE50000 mlang.dll                                 System C:\Windows\SysWOW64\mlang.dll                                                                                              Unloaded
76620000 lpk.dll                                   System C:\Windows\SysWOW64\lpk.dll                                                                                                Unloaded
76DC0000 kernel32.dll                              System C:\Windows\SysWOW64\kernel32.dll                                                                                           Unloaded
5C9E0000 jscript9.dll                              System C:\Windows\SysWOW64\jscript9.dll                                                                                           Unloaded
5E750000 jscript.dll                               System C:\Windows\SysWOW64\jscript.dll                                                                                            Unloaded
74E90000 imm32.dll                                 System C:\Windows\SysWOW64\imm32.dll                                                                                              Unloaded
74E60000 imagehlp.dll                              System C:\Windows\SysWOW64\imagehlp.dll                                                                                           Unloaded
75200000 iertutil.dll                              System C:\Windows\SysWOW64\iertutil.dll                                                                                           Unloaded
5ED20000 ieframe.dll                               System C:\Windows\SysWOW64\ieframe.dll                                                                                            Unloaded
72D30000 gpapi.dll                                 System C:\Windows\SysWOW64\gpapi.dll                                                                                              Unloaded
75400000 gdi32.dll                                 System C:\Windows\SysWOW64\gdi32.dll                                                                                              Unloaded
0A260000 dxgidebug.dll                             System C:\Windows\SysWOW64\dxgidebug.dll                                                                                          Unloaded
6D410000 dxgi.dll                                  System C:\Windows\SysWOW64\dxgi.dll                                                                                               Unloaded
6D3F0000 dwmapi.dll                                System C:\Windows\SysWOW64\dwmapi.dll                                                                                             Unloaded
72EC0000 dnsapi.dll                                System C:\Windows\SysWOW64\dnsapi.dll                                                                                             Unloaded
72DD0000 dhcpcsvc6.dll                             System C:\Windows\SysWOW64\dhcpcsvc6.dll                                                                                          Unloaded
74280000 dhcpcsvc.dll                              System C:\Windows\SysWOW64\dhcpcsvc.dll                                                                                           Unloaded
769C0000 devobj.dll                                System C:\Windows\SysWOW64\devobj.dll                                                                                             Unloaded
60350000 devenum.dll                               System C:\Windows\SysWOW64\devenum.dll                                                                                            Unloaded
6D970000 dbghelp.dll                               System C:\Windows\SysWOW64\dbghelp.dll                                                                                            Unloaded
6D460000 d3d11.dll                                 System C:\Windows\SysWOW64\d3d11.dll                                                                                              Unloaded
5CCB0000 d3d10warp.dll                             System C:\Windows\SysWOW64\d3d10warp.dll                                                                                          Unloaded
5CFB0000 d2d1.dll                                  System C:\Windows\SysWOW64\d2d1.dll                                                                                               Unloaded
730F0000 cryptsp.dll                               System C:\Windows\SysWOW64\cryptsp.dll                                                                                            Unloaded
74D90000 cryptbase.dll                             System C:\Windows\SysWOW64\cryptbase.dll                                                                                          Unloaded
75530000 crypt32.dll                               System C:\Windows\SysWOW64\crypt32.dll                                                                                            Unloaded
6A560000 credssp.dll                               System C:\Windows\SysWOW64\credssp.dll                                                                                            Unloaded
75060000 comdlg32.dll                              System C:\Windows\SysWOW64\comdlg32.dll                                                                                           Unloaded
76590000 clbcatq.dll                               System C:\Windows\SysWOW64\clbcatq.dll                                                                                            Unloaded
74FD0000 cfgmgr32.dll                              System C:\Windows\SysWOW64\cfgmgr32.dll                                                                                           Unloaded
727D0000 bcryptprimitives.dll                      System C:\Windows\SysWOW64\bcryptprimitives.dll                                                                                   Unloaded
72DB0000 bcrypt.dll                                System C:\Windows\SysWOW64\bcrypt.dll                                                                                             Unloaded
6DCE0000 avicap32.dll                              System C:\Windows\SysWOW64\avicap32.dll                                                                                           Unloaded
6D3A0000 apphelp.dll                               System C:\Windows\SysWOW64\apphelp.dll                                                                                            Unloaded
77320000 api-ms-win-downlevel-version-l1-1-0.dll   System C:\Windows\SysWOW64\api-ms-win-downlevel-version-l1-1-0.dll                                                                Unloaded
74E00000 api-ms-win-downlevel-user32-l1-1-0.dll    System C:\Windows\SysWOW64\api-ms-win-downlevel-user32-l1-1-0.dll                                                                 Unloaded
6C010000 api-ms-win-downlevel-shlwapi-l2-1-0.dll   System C:\Windows\SysWOW64\api-ms-win-downlevel-shlwapi-l2-1-0.dll                                                                Unloaded
76630000 api-ms-win-downlevel-shlwapi-l1-1-0.dll   System C:\Windows\SysWOW64\api-ms-win-downlevel-shlwapi-l1-1-0.dll                                                                Unloaded
5ED10000 api-ms-win-downlevel-shell32-l1-1-0.dll   System C:\Windows\SysWOW64\api-ms-win-downlevel-shell32-l1-1-0.dll                                                                Unloaded
76F40000 api-ms-win-downlevel-ole32-l1-1-0.dll     System C:\Windows\SysWOW64\api-ms-win-downlevel-ole32-l1-1-0.dll                                                                  Unloaded
76DB0000 api-ms-win-downlevel-normaliz-l1-1-0.dll  System C:\Windows\SysWOW64\api-ms-win-downlevel-normaliz-l1-1-0.dll                                                               Unloaded
6C020000 api-ms-win-downlevel-advapi32-l2-1-0.dll  System C:\Windows\SysWOW64\api-ms-win-downlevel-advapi32-l2-1-0.dll                                                               Unloaded
76BF0000 api-ms-win-downlevel-advapi32-l1-1-0.dll  System C:\Windows\SysWOW64\api-ms-win-downlevel-advapi32-l1-1-0.dll                                                               Unloaded
62970000 api-ms-win-crt-string-l1-1-0.dll          System C:\Windows\SysWOW64\api-ms-win-crt-string-l1-1-0.dll                                                                       Unloaded
62960000 api-ms-win-crt-stdio-l1-1-0.dll           System C:\Windows\SysWOW64\api-ms-win-crt-stdio-l1-1-0.dll                                                                        Unloaded
6A9E0000 api-ms-win-crt-runtime-l1-1-0.dll         System C:\Windows\SysWOW64\api-ms-win-crt-runtime-l1-1-0.dll                                                                      Unloaded
62980000 api-ms-win-crt-heap-l1-1-0.dll            System C:\Windows\SysWOW64\api-ms-win-crt-heap-l1-1-0.dll                                                                         Unloaded
62950000 api-ms-win-crt-convert-l1-1-0.dll         System C:\Windows\SysWOW64\api-ms-win-crt-convert-l1-1-0.dll                                                                      Unloaded
68A40000 api-ms-win-core-timezone-l1-1-0.dll       System C:\Windows\SysWOW64\api-ms-win-core-timezone-l1-1-0.dll                                                                    Unloaded
74640000 api-ms-win-core-synch-l1-2-0.dll          System C:\Windows\SysWOW64\api-ms-win-core-synch-l1-2-0.dll                                                                       Unloaded
629A0000 api-ms-win-core-processthreads-l1-1-1.dll System C:\Windows\SysWOW64\api-ms-win-core-processthreads-l1-1-1.dll                                                              Unloaded
629B0000 api-ms-win-core-localization-l1-2-0.dll   System C:\Windows\SysWOW64\api-ms-win-core-localization-l1-2-0.dll                                                                Unloaded
68A30000 api-ms-win-core-file-l2-1-0.dll           System C:\Windows\SysWOW64\api-ms-win-core-file-l2-1-0.dll                                                                        Unloaded
62990000 api-ms-win-core-file-l1-2-0.dll           System C:\Windows\SysWOW64\api-ms-win-core-file-l1-2-0.dll                                                                        Unloaded
75490000 advapi32.dll                              System C:\Windows\SysWOW64\advapi32.dll                                                                                           Unloaded
76ED0000 wldap32.dll                               System C:\Windows\SysWOW64\Wldap32.dll                                                                                            Unloaded
6B5C0000 windowscodecs.dll                         System C:\Windows\SysWOW64\WindowsCodecs.dll                                                                                      Unloaded
6E700000 wshtcpip.dll                              System C:\Windows\SysWOW64\WSHTCPIP.DLL                                                                                           Unloaded
59BC0000 uiautomationcore.dll                      System C:\Windows\SysWOW64\UIAutomationCore.dll                                                                                   Unloaded
74340000 rpcrtremote.dll                           System C:\Windows\SysWOW64\RpcRtRemote.dll                                                                                        Unloaded
6C8A0000 napinsp.dll                               System C:\Windows\SysWOW64\NapiNSP.dll                                                                                            Unloaded
76BA0000 kernelbase.dll                            System C:\Windows\SysWOW64\KernelBase.dll                                                                                         Unloaded
74660000 iphlpapi.dll                              System C:\Windows\SysWOW64\IPHLPAPI.DLL                                                                                           Unloaded
6C810000 fwpuclnt.dll                              System C:\Windows\SysWOW64\FWPUCLNT.DLL                                                                                           Unloaded
641A0000 dwrite.dll                                System C:\Windows\SysWOW64\DWrite.dll                                                                                             Unloaded
5FCF0000 ssoplatform.dll                           User   C:\Program Files (x86)\Common Files\Tencent\TXSSO\1.2.5.47\bin\SSOPlatform.dll                                             Unloaded
5FAF0000 ssocommon.dll                             User   C:\Program Files (x86)\Common Files\Tencent\TXSSO\1.2.5.47\bin\SSOCommon.dll                                               Unloaded
604D0000 wdthelper.dll                             User   C:\Program Files (x86)\360\360Safe\safemon\wdtHelper.dll                                                                   Unloaded
60A80000 wdexhelper.dll                            User   C:\Program Files (x86)\360\360Safe\safemon\wdexhelper.dll                                                                  Unloaded
6BC60000 safewrapper32.dll                         User   C:\Program Files (x86)\360\360Safe\safemon\safewrapper32.dll                                                               Unloaded
6B900000 safemon.dll                               User   C:\Program Files (x86)\360\360Safe\safemon\safemon.dll                                                                     Unloaded
607A0000 imhelper.dll                              User   C:\Program Files (x86)\360\360Safe\safemon\imhelper.dll                                                                    Unloaded
61140000 inetsafe.dll                              User   C:\Program Files (x86)\360\360Safe\safemon\iNetSafe.dll                                                                    Unloaded
